Text,True_Label,predicted_label,confusion_matrix_class
peta dukungan fraksi dpr ruu tindak pidana kekerasan seksual,0,0,True Positive
ahok belajar kebijakan publik kennedy center john f kennedy school of government harvard university,1,0,False Positive
dpr respons menkominfo uu pemilu akomodir elektronik voting,0,0,True Positive
puluhan orang jget didalam mesjid teriak lafadz allah,1,1,True Negative
psi buka suara giring do kampus paramadina anies rektor,0,0,True Positive
kpk sumbangan wakaf lailatul qadar,1,1,True Negative
nasdem pemda cabut izin safari anies aceh jabar,0,0,True Positive
omicron virus akibat keracunan chemtrail disebar udara,1,1,True Negative
waketum nama koalisi pkb gerindra silaturahmi indonesia raya,0,0,True Positive
wantimpres jokowi plt ketum ppp klaim kudeta suharso,0,0,True Positive
singapura batam kamera hp nokia terbaru,1,1,True Negative
surat elektronik rekrutmen pt imip,1,1,True Negative
penyanyi celine dion dikabarkan meninggal dunia,1,1,True Negative
narji demokrat pilkada tangsel,0,0,True Positive
foto gambar pemandangan anak zaman,1,1,True Negative
daun mimba menyembuhkan covid,1,1,True Negative
video rompi pengaman jokowi tinjau langsung pulau pasir ntt,1,1,True Negative
hasto pdip prestasi anies disambut gelak tawa,0,0,True Positive
pemerintah jokowi hati lanjutkan proyek kereta cepat pasca putusan pengadilan tiongkok,1,0,False Positive
penerima stiker whatsapp dikenakan biaya rp,1,1,True Negative
nenek pencuri singkong hakim mulia,1,1,True Negative
sosok hendrar prihadi disiapkan pdip cagub dki,0,0,True Positive
vtube dilindungi pemerintah surat izin,1,1,True Negative
surat pemanggilan kapolri jenderal tito karnavian kpk,1,1,True Negative
pinjaman juta pengemudi gojek berdiam rumah,1,1,True Negative
menag yaqut politisasi ibadah kampanye,0,0,True Positive
anies revisi ump dki jakarta,0,0,True Positive
busyro kritik uu ikn rakyat sapi perah,0,0,True Positive
airlangga temui plt ketum ppp mardiono bahas agenda kib,0,0,True Positive
pedangdut elvy sukaesih meninggal dunia,1,1,True Negative
makanan kaleng thailand menularkan virus aids,1,1,True Negative
teka teki nama calon panglima tni surat presiden jokowi,0,0,True Positive
buntut suara sayang dpr dinilai serius awasi sambo,0,0,True Positive
survei voxpol prabowo anies menang pilpres,0,0,True Positive
lowongan kerja departemen sumber daya manusia sdm shopee,1,1,True Negative
raya imlek hadir berkerumun prokes sdh dicontohkan jokowi,1,1,True Negative
ashabul kahfi ketua komisi viii gantikan yandri susanto,0,0,True Positive
pan izinkan anggota kunker dpr brasil ekuador,0,0,True Positive
jokowi otorita rekrut orang daerah dprd kaltim imbau waswas,0,0,True Positive
gerindra minyak goreng langka pemerintah cermat,0,0,True Positive
grup whatsapp to firdaus we ascend syurga pergi milik isis,1,1,True Negative
dpr setujui ruu masuk prolegnas prioritas,0,0,True Positive
passing grade universitas indonesia,1,1,True Negative
puan kebiasaan megawati malam takbiran,0,0,True Positive
kapolri bawa personel rapat dpr,0,0,True Positive
dprd riau terima laporan konflik lahan warga vs korporasi,0,0,True Positive
pesepakbola christian eriksen terkena serangan jantung divaksin,1,1,True Negative
lingkaran merah tabung gas lpg berfungsi penanda kebocoran,1,1,True Negative
pks tolak usul biaya haji rp juta rakyat kesulitan,0,0,True Positive
jokowi sengaja bedakan mudik pulang kampung mengelabui virus corona,1,1,True Negative
ellen degeneres membagikan bantuan virus corona facebook,1,1,True Negative
ahy temui paloh bahas nasib pemilu pelanggengan kekuasaan,0,0,True Positive
mahasiswi unj meninggal kehabisan oksigen terkena gas air mata,1,1,True Negative
bumbu penyedap makanan mengandung babi pondok wali barokah,1,1,True Negative
antibodi covid asi berubah warna,1,1,True Negative
syekh ali jaber merapat jokowi alumni panas dingin,1,1,True Negative
pdip terbuka siasat blt ala jokowi diterima,0,0,True Positive
racun vaksin yg tebarkan,1,1,True Negative
ketum pan pt persen politik transaksional,0,0,True Positive
video korban ponsel meledak minum air ponsel diisi daya,1,1,True Negative
video salju turun kali arab saudi februari,1,1,True Negative
mahfud janji omnibus law elektronik terbuka masukan warga,0,0,True Positive
covid orang gila kena covid,1,1,True Negative
eks pimpinan kpk rocky gerung dukung anies capres,0,0,True Positive
amien rais kritik keras wacana penundaan pemilu,0,0,True Positive
tito pemilu diundur khawatir mepet pilkada,0,0,True Positive
holland memasang jembatan membantu hewan menyeberangi jalan,1,1,True Negative
surat utang ridwan kamil,1,1,True Negative
formappi kritik hibah pemprov organisasi terkait wakil ketua dprd,0,0,True Positive
farhat abbas daftarkan partai pandai kpu berkas lengkap,0,0,True Positive
bem si tegaskan orde nihil kebebasan sindir gorengan buzzer,0,0,True Positive
jokowi bisik bisik ndukung sinten,0,1,False Negative
prabowo menteri tertawa bahas rambut putih istana,0,0,True Positive
video nih pki nya jokowi,1,1,True Negative
laksamana as eric olson ditangkap azovstal mariupol,1,1,True Negative
jokowi dudung abdurachman ksad gantikan andika perkasa,0,0,True Positive
zulhas kib coba ajak pks demokrat bergabung,0,0,True Positive
pdip evaluasi partai bajak kader bentuk koalisi pilpres,0,0,True Positive
pesan jokowi capres hadir munas hipmi jaga suasana adem,0,0,True Positive
pns dihapuskan digantikan teknologi kecerdasan buatan,1,1,True Negative
video orang dimangsa buaya kawasan jembatan musi palembang september,1,1,True Negative
pwnu dki puji anies pemimpin indonesia,0,0,True Positive
vaksin covid mengandung janin manusia usia,1,1,True Negative
rapat pleno baleg setujui ruu kesehatan usul inisiatif dpr,0,0,True Positive
disanksi pdip fx rudy gelar acara ulang ganjar solo,0,0,True Positive
sampul majalah hidayah pria berwajah gosong mendadak mati mendengar kepulangan habib rizieq,1,1,True Negative
denda rp ribu razia masker tanggal juni,1,1,True Negative
gerindra pdip singgung mekanisme partisan terkait pj kepala daerah,0,0,True Positive
pengamat duga intervensi koalisi indonesia bersatu pan bantah,0,0,True Positive
bendera merah putih dilarang berkibar pik,1,1,True Negative
ahy memperpanjang jabatan presiden kemunduran,0,1,False Negative
video monas berayun gempa guncang jakarta,1,1,True Negative
pdip tegaskan ruang penundaan pemilu,0,0,True Positive
ruslan buton dipecat tni tolak tka china,1,1,True Negative
nato membeberkan rencana ekspansi perbatasan rusia,1,1,True Negative
ceo mayapada group diangkat pembina brimob,1,1,True Negative
sekeluarga kena corona tinggal bintaro sektor,1,1,True Negative
bayi dilahirkan kelainan genetik akibat ibunya disuntik vaksin covid,1,1,True Negative
respons singkat prabowo dukungan jokowi,0,0,True Positive
nasdem dekati ganjar personal pdip,0,0,True Positive
anies borong celana cewek,1,1,True Negative
esemka berekspansi besaran proyek antariksa,1,1,True Negative
penyelamatan didalam lift lift terjun terkendali,1,1,True Negative
teguran jokowi menteri zulhas upaya gugurkan kewajiban,0,0,True Positive
awan jatuh kampar riau,1,1,True Negative
rk kader partai pancasilais pilpres,0,0,True Positive
mendagri resmikan papua barat daya total provinsi indonesia,0,0,True Positive
akun whatsapp sekda lebak budi santoso menawarkan program bantuan masjid,1,1,True Negative
pdip dinilai paksa kader buron serahkan kpk,0,0,True Positive
ditolak pesawat terlibat demo capitall hill,1,1,True Negative
partai ummat klaim lolos pemilu kpu tunggu pengumuman esok,0,0,True Positive
gibran kaesang terjun politik incar jabatan eksekutif,0,0,True Positive
ridwan kamil bicara capres takdir bismillah,0,0,True Positive
pengamat marah jokowi bali politik cuci tangan,0,1,False Negative
video logo pornhub muncul siaran cnn,1,1,True Negative
kakak yusril eks bupati belitung timur gabung demokrat,0,0,True Positive
cak imin lobi tunda pemilu tunggu sikap ketum parpol,0,0,True Positive
link bbm subsidi pertamina,1,1,True Negative
foto gubernur korea selatan jaket divaksin,1,1,True Negative
relawan jokowi kebut musra capres diumumkan januari,0,0,True Positive
atiqah hasiholan diancam diperkosa ratna sarumpaet ngaku dianiaya,1,1,True Negative
survei csis ridwan kamil kompeten pimpin jakarta,0,0,True Positive
nasdem buka suara kabar pkb gabung koalisi perubahan,0,0,True Positive
video kapal feri batam singapore rampok bajak amankan tni,1,1,True Negative
survei lanskap prabowo puan duet terkuat ungguli anies ganjar,0,0,True Positive
video ledakan ukraina vs rusia,1,1,True Negative
hasto rogoh kocek beasiswa kajian jokowi vs sby,0,0,True Positive
mike tyson kursi roda menerima vaksin,1,1,True Negative
jk hasto pdip sindiran beda kepemimpinan jokowi sby,0,0,True Positive
daftar harga tiket pesawat bandara purbalingga,1,1,True Negative
ilc dilarang tayang pemerintah,1,1,True Negative
ganjar pranowo setuju penerapan ppkm darurat,0,0,True Positive
resmi gugat kpu partai ummat bawa ribu bukti bawaslu,0,0,True Positive
jubir luhut niat nyapres,0,0,True Positive
tautan kuesioner rangka hut pertamina,1,1,True Negative
deret purnawirawan jenderal pdip eks kapolda sumbar bnpb,0,0,True Positive
gibran ngaku ditelepon anies diajak bertemu jakarta,0,1,False Negative
solid penegasan berulang ujung pertemuan koalisi perubahan,0,0,True Positive
pkb buka suara isu panas dingin cak imin pbnu,0,0,True Positive
covid virus sumber kementerian kesehatan italy,1,1,True Negative
aplikasi android scan vaksin covid terhubung jaringan g,1,1,True Negative
partai pelopor ganti nama partai perkasa,0,0,True Positive
pdip dukungan kades jokowi periode orangnya ya,0,0,True Positive
formappi desak sidang etik azis rutan digaji,0,1,False Negative
dpr gelar tes calon dubes ppkm darurat,0,0,True Positive
wamendagri usulkan pelantikan pj gubernur dob langsung papua,0,0,True Positive
mahfud md klaim kpu bawaslu siapkan pilkada pemilu,0,0,True Positive
politikus pdip nilai marah risma aksi teatrikal,0,0,True Positive
ketua banggar tender gorden rumah dinas dpr rp m dibatalkan,0,0,True Positive
lowongan kerja angkasa pura,1,1,True Negative
bawaslu mengeluh serba dibatasi awasi pendaftaran parpol pemilu,0,0,True Positive
litbang kompas pemilih pdip gerindra pks tolak pemilu ditunda,0,0,True Positive
yusril usul april diperingati negara kesatuan,0,0,True Positive
prabowo perkuat al au jaga kekayaan laut rp triliun,0,0,True Positive
sms lelang online pegadaian,1,1,True Negative
foto jokowi disalib,1,1,True Negative
akun instagram akulaku bernama akulaku costumer xjam,1,1,True Negative
ribut wa relasi wabup bupati bojonegoro retak,0,1,False Negative
mantan presiden ri dinobatkan pemilik iq tertinggi sejarah manusia disia siakan bangsa indonesia,1,1,True Negative
air nanas panas membunuh sel kanker,1,1,True Negative
kpu buka bahas anggaran pemilu reses dpr,0,0,True Positive
pedagang aset,1,1,True Negative
penemu mobil berbahan bakar air dibunuh,1,1,True Negative
komisi iii undang pakar medis aceh ganja rdp besok,0,0,True Positive
wagub dki deklarasi anies capres hak warga,0,0,True Positive
politikus nasdem ui sanksi mahasiswa kritik jokowi,0,0,True Positive
salam perpisahan kapolda metro anies riza lupakan,0,0,True Positive
hasil survei pemilih jokowi jatuh hati prabowo,0,0,True Positive
jokowi kumpulkan kepala daerah istana demo tolak bbm,0,0,True Positive
ngabalin sentil komitmen kepala daerah terkait isu lockdown,0,0,True Positive
survei pws sentimen negatif nasdem usung anies prabowo kian kokoh,0,0,True Positive
ratnaspaet periode,1,1,True Negative
survei smrc ganjar berpeluang menang pdip,0,0,True Positive
hasto retak andika dudung cari kompetitor bangsa,0,1,False Negative
politikus pdip firli cs kpk main politik,0,0,True Positive
ridwan kamil kutip hadis respons arteria bicara diam,0,0,True Positive
fx rudy anggap wajar ganjar disanksi pdip didiamkan ngenes,0,0,True Positive
gempa bumi mengguncang banten ratusan orang tewas,1,1,True Negative
nasdem persilakan polri buktikan kadernya pasok senjata kkb,0,0,True Positive
surat penerimaan seleksi cpns wilayah pemkot cirebon,1,1,True Negative
jokowi teken perpres pejabat brin rp juta,0,0,True Positive
studi fda vaksin pfizer orang rentan tertular covid,1,1,True Negative
farhat abbas dirikan partai pandai elza syarief waketum,0,0,True Positive
video umat nasrani diikat afganistan,1,1,True Negative
mantan ketum parpol purnawirawan bergabung pan,0,0,True Positive
ivan gunawan meninggal dunia terkena serangan jantung,1,1,True Negative
ruu tpks dibahas baleg dpr pemerintah pekan,0,0,True Positive
hadiah sepeda listrik gratis,1,1,True Negative
pria yg membintangi film berperan nabi muhammad mati terbakar,1,1,True Negative
waduk pluit diterlantarkan pa heru gercep langsung dikeruk dibersihkan,1,1,True Negative
grace natalie bersaksi tsamara kadrun,0,1,False Negative
ajakan boikot produk perancis akibat umat kristen mengganggu muslim perancis salat berjamaah,1,1,True Negative
hasil pertemuan puan prabowo kesamaan pikiran,0,0,True Positive
sulit prediksi covid jokowi hati hati putuskan kebijakan,0,0,True Positive
simpanan emas karat ratu elizabeth tersimpan ruang tanah,1,1,True Negative
muhadjir ruu tpks disahkan mendesak,0,0,True Positive
latihan yel yel demo anak anak tk tangkap polisi,1,1,True Negative
aher klaim pks persen nyambung anies pilpres,0,0,True Positive
gibran tolak presiden periode demo,0,0,True Positive
efek kejut ciri khas gubernur angka mayat mark up,1,1,True Negative
pengamat ramal hubungan nasdem jokowi goyah,0,0,True Positive
dpr ingatkan telegram kapolri sikapi kritik bem unmul,0,0,True Positive
tautan instagift mengklaim hadiah,1,1,True Negative
andika pengganti ksad nama memilih presiden,0,0,True Positive
nasdem demokrat bahas duetkan anies ahy pilpres,0,0,True Positive
maaf foto ditutup dilarang aurat,1,1,True Negative
survei indikator capres elektabilitas ganjar anies,0,0,True Positive
jokowi dibesar besarkan penusukan ustad ali jaber kriminal ustad nda mati,1,1,True Negative
riza patria respons wacana duet bareng ahmed zaki pilgub dki,0,0,True Positive
video salah masjid palestine dibom yahudi azan,1,1,True Negative
bawaslu kaji laporan anies tabloid beredar masjid,0,0,True Positive
prabowo pengungsian daerah labuan banten,1,0,False Positive
fadli zon kritik keras rektorat ui sungguh memalukan,0,0,True Positive
komisi iii dpr sambo momen bersih bersih polri,0,0,True Positive
psi buka suara viani pindah komisi dprd dki jakarta,0,0,True Positive
sekjen pdip arahan mega koalisi partai,0,0,True Positive
ganjar little jokowi pengamat wanti wanti polarisasi,0,0,True Positive
video penampakan ribuan burung gagak kota wuhan china,1,1,True Negative
mantan kader parpol calon anggota kpu,0,0,True Positive
daerah jakarta selatan pemadaman listrik,1,1,True Negative
video penampakan ikan paus nabi yunus,1,1,True Negative
partai berkarya direbut tommy soeharto terancam absen pemilu,0,0,True Positive
data resmi tni tunjukkan kemenangan prabowo pilpres,1,0,False Positive
nasdem anies kunjungi china amerika serikat dukung,0,0,True Positive
benda logam menempel lengan divaksin,1,1,True Negative
rudal indonesia hancurkan tentara senjata australia,1,1,True Negative
