Text;True_Label
pdip bela jokowi pemilu sikap presiden;0
tulisan lafadz allah tisu toilet;1
masinton pdip menteri jokowi dikte agenda pribadi tunda pemilu;0
gambar konsep sabuk pengaman mobil era an;1
jokowi tni polri disiplin urusan demokrasi;0
pks ogah bantu anies cari momentum pilpres;0
ketua komisi x dpr ramai pencabulan santri sahkan ruu tpks;0
hillary brigitta lasut anggota dpr termuda ajudan tni;0
tol japek ganti nama sheikh mohammed bin zayed alias jual;1
jakarta tenggelam anis sibuk makan;1
tanam padi hujan ala puan berujung banjir sindiran;0
dpr gelar rapim tentukan nasib perppu ciptaker;0
penemuan mayat anak kelas sdn pademangan barat kemayoran;1
pdip sindir anies banjir ditinjau jis;0
gambar karikatur media prancis;1
ppp jokowi jengah dengar bahlil luhut bicara tunda pemilu;0
surat undangan pernikahan via whatsapp nomer dikenal;1
dpr dukung pembubaran satgasus merah putih lembaga lembaga;0
surat kabar negeri memberitakan jokowi tukang ngibul;1
fahri hamzah risau partai deklarasi capres picu setahun pepesan kosong;0
megawati kader pdip bilang korupsi get out;0
hasto targetkan pdip hattrick menang pemilu;0
aksi pakai kaus gantipresiden cfd jakarta april;1
ksp tegaskan jokowi minat presiden periode;0
vaksin covid minum yg mengandung alkohol;1
ngabalin cari logika orang orang teriak jokowi mundur;0
ganjar buka suara diundang acara pdip dihadiri puan;0
foto penemuan kerangka raksasa gua;1
hmi jokowi evaluasi menteri jalankan tanggung;0
isu andika jabatan golkar singgung kesejahteraan prajurit;0
mkd panggil harvey malaiholo diduga nonton video porno;0
demokrat sentil adian pdip harga bbm berpikirnya nkri;0
papua juli polisi gugur;1
tsunami melanda darwin australia desember;1
pemasukan tiktok mendirikan kamp konsentrasi muslim uighur china;1
agnez mo jahap;1
thailand berhasil sembuhkan pasien virus corona ganja;1
faldo alasan jokowi lapor kpk kiriman ton jeruk;0
survei kompas kepuasan pemerintah turun persen;0
video satelit india bertabrakan stasiun angkasa internasional;1
ahok sindir orang pinter ngomong dianggap hebat bahaya;0
demokrat sesalkan ucapan hut pdip klaim;0
hadi tjahjanto november dpr pensiun desember;0
puan salahkan kerja keras tangani pandemi;0
foto bill gates;1
tokoh menteri istana jelang isu reshuffle besok;0
kpu diduga intimidasi kecurangan verifikasi parpol daerah;0
foto berkutik trisha eungelica anak ferdy sambo ditangkap terbukti lakukan pc;1
juli pria wanita jomblo disuntik mati;1
kesan abdul somad divaksin ndak sakit sesakit ditinggal pas sayang sayangnya;1
gadget yg ditemukan jt lion air;1
ksp jokowi terima dengar aspirasi rakyat demo bbm;0
surat edaran walikota palembang virus corona;1
ton pisang somalia mengandung cacing helicobacter;1
survei smrc elektabilitas ganjar prabowo melemah;0
video hasil tes dna tiko bu eny;1
gambar tangkapan layar artikel wapres ikhlaskan dana haji pakai pemerintah biar masuk surga;1
razia stnk kendaraan terlambat membayar pajak dikandangkan;1
demokrat kritik pemerintah pulihkan ekonomi harga barang dinaikan;0
rk kampung inggris kediri dikembangkan jabar;0
nasdem urgensi amendemen uud;0
megawati ancam pecat kader bermanuver pdip main kaki;0
tweet donald trump kim jong un berbahasa indonesia;1
phk besaran bca;1
blangsak pertamina hapus premium pertalite;1
tolak pemindahan kota din syamsuddin gugat uu ikn mk;0
pembagian masker gratis dicampur obat bius;1
dpr desak audit insentif nakes dikelola kepala daerah;0
demokrat siapkan bupati karawang cellica cagub jawa barat;0
komisioner kpu gelar rapat persiapan pemilu;0
menara moshe israel meledak akibat rudal hamas;1
ngabalin menteri jokowi bermanuver jelang salahnya;0
koalisi masyarakat sipil endus kecurangan kpu sulsel;0
polisi buru pemilik akun negri ngeri pimpinan mca jasmev;1
permen susu banyumas mengandung narkoba;1
pencopotan bendera pdip sumatera barat;1
foto pose panglima tni kapolri koalisi;1
haji dibatalkan pemerintah bayar tagihan dana jamaah pembangunan infrastruktur;1
fraksi pdip gibran genjot pad sektor ketimbang naikkan pbb;0
ditendang istana karir prabowo tragis tangan jokowi;1
uap air panas membunuh virus corona;1
imunisasi tipu daya zionist memasukkan bibit penyakit jangka pendek;1
akun whatsapp wali kota mataram mohan rolisakana;1
jokowi larang menteri negeri wajib izin langsung;0
relawan kaus ganjar presiden pemudik;0
majelis pertimbangan ppp buka berhentikan suharso monoarfa;0
kota pindah kaltim anies simpul indonesia jakarta;0
projo bantah dukung ganjar ora kesusu;0
relawan anies akui sebar tabloid masjid malang;0
terancam dimiskinkan kpk sita aset korupsi milik gibran;1
jokowi banggakan kemenangan bareng ahok pilkada dki;0
anies arti relawan dibayar;0
video ferdy sambo ngamuk ruang sidang;1
surat panggilan calon karyawan pertamina diy solo;1
dpd walk out amendemen uud ubah jabatan presiden;0
megawati ingatkan jokowi keterikatan hilang indonesia;0
mega mengaku gelar doktor tepuk tangan;0
polisi desersi menjebak penghuni rumah narkotika;1
megawati kader menangkan pdip silakan mundur;0
pdip cegah ganjar pranowo partai;0
dr fauci akui vaksin melindungi covid;1
mantan ceo twitter ditangkap pornografi anak;1
warga garut korban begal;1
berita mengerikan dibuka publik;1
anies capres partai ummat tantangan lepas politik identitas;0
himbauan dokter bernard mahfoudz;1
komisi i dpr tagih draf revisi psps kpi;0
cnn indonesia menawarkan hadiah warga bersedia divaksin;1
kisah upin ipin nyata fiktif belaka;1
indonesia pusat riset vaksin covid bali;0
ganjar buka suara dicap kemlinthi capres elite pdip;0
jajak pendapat kompas publik pemilu digelar;0
beda pusat pks kukar dukung jokowi kota pindah kaltim;0
johan budi tugas dewan kolonel loyalis puan maharani;0
mardani maaf tempel logo pks dpr kutipan gus baha;0
fit and proper test andika perkasa digelar semiterbuka sabtu;0
psi tuding ditutupi pemprov jakpro lelang sirkuit;0
patung berumur laut;1
ramai isu capres hasto megawati senyum;0
artikel berjudul arief poyuono prabowo jokowi periode prabowo merasakan kerjanya ok;1
ketua kpu imbau masyarakat hormati hasil pemilu kecurangan;1
marah jokowi acara bali bodoh larang tepuk tangan;0
ahy negara selamatkan rakyat covid;0
waketum pkb anies rekam jejak main politik identitas;0
video upaya bunuh patung garuda wisnu kencana gwk;1
fpi surabaya resmi bubar;1
bawaslu pelapor dugaan anies curi start kampanye lengkapi syarat;0
pesan whatsapp kasir alfamart salah input voucher game;1
anggota fpi mengamuk kantor bpr adipura santosa solo;1
mobil avanza masuk makam sukorejo mistis;1
plh gubernur papua ridwan rumasukun harta rp juta;0
darurat corona maruf amin himbau mudik tol langit;1
kenaikan biaya pbb persen jagakarsa jakarta selatan;1
gus yahya jembatani dialog penundaan pemilu;0
pks koalisi anies uang menentukan;0
jokowi kabur pura pura tinjau tol demo omnibus law;1
ketua pdip salatiga juliari dipecat malu maluin;0
pemerintah prioritaskan evakuasi warga terdampak semeru;0
bawaslu bentuk satgas medsos cegah polarisasi pemilu;0
tikus pithi pendukung rival gibran partai incar pileg;0
dpr terima surpres usulan naturalisasi jordi sandy walsh;0
ribuan suara pemilih prabowo hangus kecurangan pemilu turki;1
edy rahmayadi tipe alergi kritik;0
habib rizieq shihab serukan coblos jokowi;1
sandiaga uno dukungan ppp sambut kesiapan;0
kiyai kohar orang bogor beliau pulang ngaji masjid dikoroyok orang dikenal;1
ppp gelar puncak harlah besok undang sandiaga uno;0
puan kunjungi prabowo agenda berkuda;0
surat edaran wali kota pontianak terkait kelayakan penerima donasi;1
lpes tunda pemilu perang rusia jaka sembung ojek;0
dpr klaim berkali kali sentil kemenag travel haji;0
hasto pdip tegaskan capres cawapres diputuskan megawati;0
kemarin pemerintah putuskan larang mudik lebaran;1
fasilitas rahim buatan orang tua memilih karakteristik bayinya;1
kasino saudi;1
dpr ruu sisdiknas kemendikbud lapor presiden;0
kpu parpol daftar sipol pendatang;0
sby istri mengunjungi lahan kota langit;1
arteria respons kritik jaksa berbahasa daerah singgung sunda empire;0
versi whatsapp warna merah muda;1
foto lock down;1
taruh muka ridwan saidi;1
tabir kebenaran terbuka pengakuan jk;1
bawaslu sulsel dikritik putuskan kpud lakukan pelanggaran;0
gara gara tamu asing kantor anies istana presiden ibukota dipindah;1
kritik aniess william psi dipecat dprd jakarta sukurrin;1
survei ganjar sandi unggul anies ahy prabowo cak imin;0
ma ruf amin mui urusi capres maju pilpres;0
video konspirasi ricuhnya papua diduga ulah australia kuasai papua indonesia;1
pks tuntut tanggung pusat daerah tangani banjir sintang;0
video detik orang fp menyerang polisi tumbang;1
ketua kpu hadapi laporan dugaan pelecehan seksual wanita emas;0
ahy rumah prabowo silaturahmi diskusi;0
nama negara i n d o n e s i a nama sesuai dgn akronim wali songo;1
panda merah mati dosis vaksin covid;1
pawai penyambutan prabowo bandung;1
video bawang merah impor cina berisi narkoba;1
pan bawaslu bedakan politik uang ongkos timses;0
ppp kubu mardiono klaim kantongi sk kumham kubu suharso;0
foto yosi mokalu mengenakan kaos bertuliskan badan arahan buzzerp istana;1
hacker masuk wa menempatkan video seks porno;1
mpr godok jabatan presiden jokowi periode;1
anggota dpr titik temu biaya haji ditanggung jemaah rp juta;0
parasit mematikan vaksin covid;1
pkb bantah cak imin bahas tunda pemilu temui komisioner kpu;0
video jalan rusak akibat gempa garut;1
pimpinan majelis ppp desak ketum suharso monoarfa mundur;0
bentuk virus omicron lambang nazi;1
komisi ix protes bahan rapat menkes bahas;0
demo anti pemerintah cina guangzhou;1
pa ancam kepung mpr amendemen uud;0
produk frankfurter ayam jenama rahmat halal;1
polisi china latihan lippo cikarang;1
video si menag diusir kampung muslim;1
jokowi nyatakan indonesia lockdown;1
perppu pemilu tampung usul megawati ubah nomor urut parpol;0
italia mengontrol virus selamat tinggal dunia;1
kemendagri pemda setop izin pemanfaatan lahan ikn nusantara;0
pemanasan global hoax data suhu bumi mendingin °c dekade;1
kpu tindaklanjuti putusan mk penentuan dapil pileg;0
warga as calon bupati anggota kpu dicopot;0
jatim ppp ambil suara dipinjam parpol;0
petinggi pkb pan kursi menteri wamen;0
video innalillahi eko kuntadi tertolong tangis keluarga terbendung;1
video begal payudara amuk massa;1
majapahit menginvasi jepang;1
m arifin wafat achmad yani ketua fraksi pks dprd dki;0
prabowo ungguli ganjar simulasi parpol pengusung capres prc ppi;0
mk ogah tanggapi polemik perppu ciptaker jokowi;0
gerindra pphn terwujud amendemen uud;0
dpr kemenag buntu usulan kenaikan biaya haji rp juta;0
spbu tutup juli;1
virus babi hog cholera menular manusia;1
amnesty wadas konflik vertikal warga negara jokowi wajib bersikap;0
kepala otorita ikn bambang susantono berharta rp miliar era sby;0
dprd usulkan pemberhentian gubernur banten presiden jokowi;0
tokopedia bagikan gb data internet operator;1
mahfud unjuk ramai medsos faktanya;0
semut makan otak manusia masuk telinga;1
tabung gas meledak digoyang goyang;1
pdip tolak perubahan jabatan presiden periode;0
baznas pasang spanduk menolak perayaan natal gereja;1
bantuan pulsa ribu kuota gb kominfo;1
fenomena aneh langit gempa gencang banten;1
operasi simpatik polri;1
logo sembako bantuan presiden logo garuda ganti bintang;1
lambang pengikut penganut perjanjian dajjal;1
daftar pj gubernur provinsi dilantik tito karnavian;0
vaksin booster menyebabkan manusia bertingkah zombie;1
kader pdi perjuangan puisi terkesan mendeskreditkan islam;1
psi respons sekwan nihil mark up dana reses viani terserah;0
demokrat harap jegal pilpres diikuti paslon;0
kompak bersafari putih relawan jokowi rumah prabowo;0
bamus betawi tolak tunda pemilu khianati amanat reformasi;0
dpr sentil anggaran rp t kemiskinan habis rapat studi banding;0
formappi kritik kinerja dpr konsisten mitra setia pemerintah;0
kader pdip solo usul kaesang duet anak fx rudy pilwalkot;0
gambar terdakwa korupsi aa umbara sutisna andri wibawa divonis bebas;1
mkd dpr setop laporan etik bambang pacul pecat hakim mk aswanto;0
nasi padang sumber penularan covid;1
lowongan kerja pt jasa raharja;1
pemerintah kota surakarta menetapkan lockdown desember – januari;1
foto kecelakaan helikopter perkebunan tomohon sulawesi utara;1
puji sby pemilu curang pks ungkit wacana presiden periode;0
relawan jokowi gelar musyawarah rakyat jaring capres provinsi;0
andi arief puji prabowo tokoh militer disiplin politik sipil;0
pidato henry kissinger vaksin alat pengendali populasi;1
klaster penyebar covid indonesia pendeta gbi gpib;1
pan klaim dukung pemerintah menteri tantangan covid;0
jerman turki datangi markas fpi;1
akun facebook wali kota kendari mengarahkan link whatsapp;1
lumpur panas dipinggir pintu tol glc;1
ahy upaya merampas partai demokrat;0
airlangga perintahkan kader golkar kerja ppp pan;0
mayat wanita underpass cawang korban perkosaan transportasi online;1
said aqil kabar muktamar nu ditunda pembicaraan;0
anies baswedan donasikan dana palestina uang pribadi karyawan pemda dki;1
orang tenaga kesehatan positif covid rs tipe b parepare;1
pb pmii perpanjangan jabatan presiden aneh;0
video banten dilanda hujan angin kencang;1
puluhan kapal indonesia dibakar sadis australia;1
video uji coba merk air minum mineral kemasan berbahaya;1
jenazah nenek hindun ditolak disalatkan memilih ahok;1
pilpres dibatalkan ditunda;1
pdip psi resmi usulan hak interpelasi anies;0
pemekaran kota yogyakarta;1
kib respons kode koalisi psi bantah bahas capres jatim;0
sandiaga nyatakan capres klaim prabowo;0
pakar sarankan kib usung capres bermodal populer survei;0
wejangan megawati prabowo gibran maju pilgub jateng dki;0
lelang mobil mengatasnamakan ditjen bea cukai;1
harta kekayaan ferdy sambo disita aparat;1
amien rais pp muhammadiyah masuk istana;0
dpr jadwalkan pembahasan rkuhp rapat paripurna;0
fadli zon desak ari kuncoro mundur jabatan rektor ui;0
video ruangan kantor komisaris utama pertamina disegel serikat pekerja pertamina yg menolak ahok;1
hasto pdip rekening gotong royong tekan biaya politik;0
sekjen kpu bantah intimidasi rekayasa hasil verfak parpol;0
menpan rb ad interim habis besok jokowi pengganti tjahjo;0
video italia bergema takbir aamiin;1
marquez goyang dangdut acara pembukaan motogp mandalika;1
pdip bantah gagalkan formula e interpelasi dprd;0
desmond maaf sentil pdip megawati sukarno;0
tangkapan layar dinas imigrasi tahan orang wna china ilegal;1
pasal uu ite direvisi;0
rumah pribadi jakarta utara persembunyian tka ilegal;1
foto kemunculan harimau jalur pendakian gunung sibayak;1
formappi kritik keras pengesahan rkuhp dihadiri anggota dpr;0
menikah kaesang erina tempuh meja hijau;1
tol semarang batang tutup total;1
binatang langka berbahaya daun pohon mangga;1
cak imin gulo jowo dipasang papan prabowo memenuhi harapan;0
uas temui rizieq shihab petinggi pks;0
demokrat isu reshuffle nasdem goyahkan koalisi perubahan;0
isran noor kantor buka rudal;1
ciptakan hujan air garam baskom;1
puan maharani bertanyea tanyea kunker ngapain;0
ketum pan zulhas istana jumpa jokowi parpol koalisi;0
setneg tuntaskan pembelian tanah rumah hadiah jokowi colomadu;0
gerindra pks kompak tolak interpelasi formula e jakarta;0
video ditipu pake masker;1
akun facebook wagub dki jakarta ahmad riza patria;1
dpr pemerintah pusat libatkan pemda keputusan ptm sekolah;0
plt ketum ppp kib sekoci disiapkan orang;0
dpr sarankan bupati meranti perjuangkan perubahan uu dbh migas;0
baliho airlangga puan bertebaran makassar;0
nasdem ingatkan bahlil taat konstitusi pilpres;0
kota tarakan kalimantan utara bebas covid;1
karyawan pabrik esemka terkena corona pabrik diliburkan;1
